0.000000000000000000e+00 7.187720680402573392e-02 -4.593769298229615633e-02 3.058052155885074719e-03 -9.388606014141823858e-03 -2.060655831640991267e-02 -7.801553093213837824e-03 3.977149820346347411e-03 -3.134343168977785261e-03 -1.249849242633979890e-04
1.000000000000000056e-01 1.077610327559390263e-01 -5.077200556477185628e-02 3.623671969644674806e-02 7.028578141423319839e-03 -2.204122909920475104e-02 -7.181336445518523952e-03 -8.122175130842080801e-03 -8.126086885321699010e-03 -9.319177379275341705e-03
2.000000000000000111e-01 8.440070128351670475e-02 -1.055695029276028374e-03 -4.630041193645668962e-02 -2.060688251944336330e-02 -8.036420677646718969e-03 -1.137670915054391288e-02 -2.431171288192127133e-02 -1.724828207816630349e-02 -1.661467457636649908e-02
3.000000000000000444e-01 -1.960366186294880964e-01 -1.539906175627673603e-02 8.612840524092110067e-03 -9.503034851179703590e-03 -2.760432179572139266e-02 -2.344330523981743436e-02 -2.083296130776049818e-02 -2.322904137638335739e-02 -1.732554367909076160e-02
4.000000000000000222e-01 1.873084909788830521e-01 -1.802302549289949707e-01 -3.190024233259553671e-02 -1.958749291587248351e-02 -1.740093931105946706e-02 -2.137066486353925501e-02 -2.673710534586757129e-02 -2.080164062322763588e-02 -2.187368093386562670e-02
5.000000000000000000e-01 -4.473785287250368892e-02 -3.829105996360127745e-02 -4.617236003963869073e-02 -2.909644035353886604e-02 -1.511448714557706713e-02 -1.903307097382626531e-02 -1.813280965801465291e-02 -1.900680131679758494e-02 -2.070042738049756095e-02
6.000000000000000888e-01 -7.283643400354053443e-02 -9.479469236301288348e-02 3.494303672849863318e-02 -4.205114741100875186e-02 3.154961255774267614e-03 -9.762812468982657449e-03 -1.229561773137172187e-02 -1.737603965322704822e-02 -1.754276310231325450e-02
7.000000000000000666e-01 -9.544828582000343398e-02 -8.347017288112558442e-02 -2.540084140492194012e-03 -1.093548669784087830e-02 -1.585241138785100853e-02 -1.882543682229978130e-02 -6.926009246064734025e-03 -1.214572434139895435e-02 -1.177301444125236976e-02
8.000000000000000444e-01 -1.486706121534590308e-01 9.035777464190083985e-02 8.138878415117341281e-02 -1.865803173185179645e-02 3.719076181089105496e-03 -5.554457965800480013e-03 -3.084983468417610165e-03 -6.035429070584928668e-03 -4.853582223918413707e-03
9.000000000000000222e-01 3.889006731111035314e-02 7.693960586601186757e-02 -7.556859928055363607e-02 3.652931535960694115e-02 -1.061934944954885662e-03 1.024683014134115597e-02 2.564632466213409307e-03 4.507343407937247810e-03 5.683196528527615504e-03
1.000000000000000000e+00 2.058439862101584805e-01 -3.693599436511624950e-02 6.245683216538368970e-03 2.135647013464871125e-02 2.060654108616854358e-02 1.579731017008563845e-02 1.649289788816313967e-02 1.462158014612043033e-02 1.358626753723232716e-02
1.100000000000000089e+00 -4.711238136254422559e-02 -4.794828733478001537e-02 2.404426865588652623e-02 6.277518516417390781e-02 3.270522755750866067e-02 2.333156715698720546e-02 2.699891382317801819e-02 2.618738069397755219e-02 2.775753692000882886e-02
