0.000000000000000000e+00 -8.543804473444953362e-02 2.921165592191485305e-02 3.146432777323724533e-02 7.794954589421404685e-03 1.819988751785741709e-04 4.131866584740677417e-03 4.327119051650352329e-03 1.072577984324060967e-03 -4.232895711035122789e-04
1.000000000000000056e-01 5.049980286707521360e-02 3.511608889829804375e-02 4.104324769657300906e-03 -1.397698152860983589e-02 -8.406058857648241595e-03 -8.039026513453798040e-03 -6.010726258499429417e-03 -8.189020417391329812e-03 -1.157433721154773817e-02
2.000000000000000111e-01 -9.824685948894436305e-02 -5.973998012915741895e-02 5.554253945671393938e-03 -9.306558210796830877e-03 -1.356489638865404114e-02 -7.340532336671392460e-03 -1.570696758741500776e-02 -1.389449801672341077e-02 -1.584097437045218701e-02
3.000000000000000444e-01 -1.758999645181202054e-01 -4.438192056976856398e-02 1.923925150395354444e-02 -3.080995594624238998e-02 -1.824593308190560967e-02 -1.439297269147079769e-02 -2.308235151246120290e-02 -2.017690916880059832e-02 -1.864632977742789258e-02
4.000000000000000222e-01 3.620358099394986595e-02 -4.701508001253555669e-02 -3.474466561831802969e-02 -1.337503975569794001e-02 -3.943268552778775998e-02 -1.446005310044349255e-02 -2.007563432752269145e-02 -2.435840033739999563e-02 -2.220738463948571453e-02
5.000000000000000000e-01 -2.193907896554791320e-02 -5.810322379679422333e-02 -3.170913030816739642e-02 -1.120410786857672578e-02 -1.689254025363038161e-02 -1.748027440596300330e-02 -2.286198107161167836e-02 -2.064621307803159514e-02 -2.267894678375274864e-02
6.000000000000000888e-01 -1.024273463866168243e-02 -7.909127486949846242e-02 -8.675942143515391614e-02 -3.690807737557359053e-02 -1.779203092846683501e-02 -1.761273436853939833e-02 -1.214768850459578206e-02 -1.882499319908113519e-02 -1.779790945532589569e-02
7.000000000000000666e-01 -4.884923778576949482e-02 -5.278649541646475429e-02 -6.078234352574185539e-02 -2.315773630979213460e-02 -9.439448539234750191e-03 -1.831339664173206594e-02 -1.186699058361166681e-02 -1.546958718420438084e-02 -1.315782569443293970e-02
8.000000000000000444e-01 9.257120401336249582e-02 -8.440331088985199987e-03 -3.469094683643909882e-02 6.023948371139955030e-03 -5.070174003915419413e-03 -6.996691883122041836e-03 -5.473590670448927678e-03 -8.426791846838518896e-03 -5.173589720968086586e-03
9.000000000000000222e-01 -1.048331468616428841e-01 1.057868764874275447e-01 2.425449487625334303e-03 3.556494887522566872e-02 -1.740446061017622906e-03 9.594029210315248302e-03 5.799223093546646175e-03 4.887783822245402553e-03 3.418640911629228837e-03
